strain	cluster	depth	ORF1b_misStops	ORF1b_deletions	ORF1b_koType
USA/WA-PHL-023610/2022	641	2	None	14717:14766	bigDeletion
Netherlands/FL-RIVM-119088/2022	642	2	None	20063:20117	bigDeletion
USA/SD-SDPHL-2439/2022	642	2	None	20063:20117	bigDeletion
USA/WA-PHL-027604/2022	643	2	None	14717:14983	bigDeletion
USA/WA-UW-22101103437/2022	644	2	None	21543:21597	bigDeletion
PuertoRico/PR-CVL-007671/2022	645	2	None	20676:21168	bigDeletion
USA/WA-PHL-030322/2022	646	2	None	14717:14779	bigDeletion
SolomonIslands/SOL308/2022	647	2	None	17997:18246	bigDeletion
USA/MO-ASC-210828055/2022	648	2	None	15336:15557	bigDeletion
USA/WA-PHL-025964/2022	649	2	None	14717:14775	bigDeletion
USA/WA-PHL-027142/2022	649	2	None	14717:14775	bigDeletion
USA/WA-PHL-030852/2022	650	2	None	19942:20029	bigDeletion
USA/WA-PHL-030892/2022	651	2	None	19943:19991	bigDeletion
USA/IA-SHL-2141122/2022	652	2	None	20676:21562	bigDeletion
USA/WA-CDC-UW22090262881/2022	653	2	None	14717:14933	bigDeletion
USA/AR-PHL-M00615737-F1-1/2022	654	2	None	20327:20422	bigDeletion
USA/HI-H2215869/2022	655	2	None	20676:21562	bigDeletion
USA/IA-SHL-2138017/2022	656	2	None	20676:21562	bigDeletion
USA/WA-PHL-030925/2022	657	2	None	19877:20059	bigDeletion
USA/MT-MTPHL-4039579/2022	658	2	None	20676:21562	bigDeletion
USA/MT-MTPHL-4030647/2022	658	2	None	20676:21562	bigDeletion
USA/WA-PHL-023149/2022	659	2	None	14717:14756	bigDeletion
Taiwan/NCKUH-21778194/2022	660	2	None	14736:14841	bigDeletion
USA/WA-ASC-210800766/2022	661	2	None	15446:15502	bigDeletion
USA/NC-MCPH-CLT-013160/2022	662	2	None	19877:19911	bigDeletion
USA/WA-PHL-029520/2022	662	2	None	19877:19911	bigDeletion
USA/CO-CDPHE-2103473872/2022	662	2	None	19877:19911	bigDeletion
Moldova/un-ChVir29224/2022	663	2	None	18770:18813	bigDeletion
USA/CT-YPL22-40126/2022	664	2	None	19290:19557	bigDeletion
USA/WA-PHL-026852/2022	665	2	None	17861:17897	bigDeletion
USA/WA-PHL-027137/2022	666	2	None	14717:14771	bigDeletion
USA/MN-MDH-31785/2022	667	2	None	17997:18267	bigDeletion
USA/WY-WYPHL-22053530/2022	668	2	None	20676:21562	bigDeletion
USA/CT-DPH-1117458001/2022	669	2	None	20676:21562	bigDeletion
USA/WA-ASC-210825813/2022	670	2	None	17998:18249	bigDeletion
USA/WA-CDC-UW22110297114/2022	671	2	None	19975:20117	bigDeletion
USA/WA-CDC-UW22100157323/2022	672	2	None	19970:20117	bigDeletion
USA/WA-PHL-027910/2022	673	2	None	20472:20546	bigDeletion
USA/WA-PHL-026880/2022	674	2	None	17872:17939	bigDeletion
USA/WA-PHL-023591/2022	675	2	None	14717:14771	bigDeletion
USA/WA-CDC-UW22090621822/2022	676	2	None	14717:14766	bigDeletion
USA/WA-ASC-210800395/2022	677	2	None	15347:15510	bigDeletion
USA/WA-CDC-UW22091953331/2022	678	2	None	19877:20117	bigDeletion
USA/CO-CDPHE-2103619704/2022	679	3	None	20086:20117	bigDeletion
USA/WA-PHL-026172/2022	679	3	None	20086:20117	bigDeletion
USA/WA-PHL-025902/2022	679	3	None	20086:20117	bigDeletion
USA/WA-CDC-UW22100237807/2022	679	3	None	20086:20117	bigDeletion
USA/WA-PHL-029555/2022	679	3	None	20086:20117	bigDeletion
USA/WA-PHL-029554/2022	679	3	None	20086:20117	bigDeletion
USA/WA-PHL-031255/2022	680	2	None	14717:14776	bigDeletion
USA/VA-CAV_VAS3N_00014952_01/2022	681	2	None	19877:20117	bigDeletion
USA/WA-PHL-029586/2022	682	2	None	14852:14900	bigDeletion
CzechRepublic/BC_B36_03_11_22_92/2022	683	2	None	19877:19911	bigDeletion
USA/WA-PHL-029568/2022	683	2	None	19877:19911	bigDeletion
Bonaire/BQ-RIVM-113482/2022	684	2	None	19877:20117	bigDeletion
USA/WA-UW-22092745556/2022	685	2	None	21514:21597	bigDeletion
USA/MS-UMMC-M3D4-538638/2023	686	2	None	19290:19564	bigDeletion
USA/WA-PHL-029032/2022	687	2	None	19877:19973	bigDeletion
USA/WA-PHL-030952/2022	688	2	None	19877:20117	bigDeletion
USA/CO-CDPHE-2103701830/2022	689	2	None	13506:13775	bigDeletion
USA/WA-PHL-030372/2022	690	2	None	14717:14771	bigDeletion
USA/WA-PHL-030891/2022	691	2	None	19877:20117	bigDeletion
Bulgaria/23BG-EU_023033_Pl213/2023	692	2	None	17439:17498	bigDeletion
USA/AZ-TG1417963/2022	693	2	None	20050:20096	bigDeletion
USA/NE-NPHL22-20336/2022	694	2	None	20676:21562	bigDeletion
USA/WA-UW-22082367421/2022	695	2	None	14469:14516	bigDeletion
USA/WA-PHL-029547/2022	696	2	None	17688:17939	bigDeletion
USA/MT-MTPHL-4038132/2022	697	2	None	20676:21562	bigDeletion
USA/NE-NPHL22-19449/2022	697	2	None	20676:21562	bigDeletion
USA/WA-UW-22072464733/2022	698	2	None	17997:18267	bigDeletion
USA/WA-PHL-027368/2022	699	2	None	14717:14983	bigDeletion
USA/WA-PHL-027540/2022	700	2	None	14717:14779	bigDeletion
USA/WA-PHL-025155/2022	701	2	None	14717:14766	bigDeletion
USA/CO-CDPHE-2103645884/2022	702	2	None	20472:20699	bigDeletion
USA/WA-PHL-024425/2022	703	2	None	14717:14983	bigDeletion
USA/SD-SDPHL-2161/2022	704	2	None	19996:20117	bigDeletion
USA/WA-PHL-025750/2022	704	2	None	19996:20117	bigDeletion
USA/MT-MTPHL-4057598/2022	705	2	None	20676:21562	bigDeletion
USA/WA-PHL-029694/2022	706	2	None	14717:14905	bigDeletion
USA/WA-PHL-029776/2022	707	2	None	14717:14983	bigDeletion
USA/WA-PHL-027171/2022	708	2	None	14717:14900	bigDeletion
USA/WA-PHL-030944/2022	709	2	None	19877:20117	bigDeletion
USA/KS-KHEL-12116/2022	710	2	None	20676:21562	bigDeletion
USA/CT-YPL22-39865/2022	711	2	None	19294:19426	bigDeletion
USA/WA-PHL-030392/2022	712	2	None	14717:14839	bigDeletion
USA/WA-PHL-030391/2022	712	2	None	14717:14839	bigDeletion
USA/NV-NSPHL-22-00069123/2022	713	2	None	20676:21562	bigDeletion
USA/MS-UMMC-S489AE11-538042/2022	714	2	None	21328:21366	bigDeletion
Mauritanie/401094/2022	715	2	None	20686:21548	bigDeletion
USA/WA-CDC-LC0606414/2022	716	2	None	19007:19068	bigDeletion
CotedIvoire/IPCI-DVE-COV799857/2022	717	2	None	20686:21198	bigDeletion
Senegal/23677325/2022	718	2	None	19298:19340	bigDeletion
Senegal/23334687/2022	718	2	None	19298:19340	bigDeletion
Mozambique/CERI-KRISP-K037909/2022	719	2	None	14738:14770	bigDeletion
USA/WA-Curative-220314/2022	720	2	None	16034:16079	bigDeletion
USA/WA-Curative-397972/2022	720	2	None	16034:16079	bigDeletion
USA/WA-Curative-264128/2022	720	2	None	16034:16079	bigDeletion
USA/WA-Curative-236294/2022	720	2	None	16034:16079	bigDeletion
USA/WA-PHL-016420/2022	721	2	None	14717:14983	bigDeletion
USA/WA-PHL-021090/2022	722	2	None	14717:14759	bigDeletion
USA/WA-PHL-017844/2022	722	2	None	14717:14759	bigDeletion
Mauritius/N43304/2022	723	2	None	18003:18102	bigDeletion
DRC/INRB-RDC-734/2022	724	2	None	20676:21562	bigDeletion
DRC/INRB-RDC-740/2022	725	2	None	20676:21562	bigDeletion
USA/WA-Curative-211058/2022	726	2	None	16034:16079	bigDeletion
USA/KS-KHEL-10689/2022	727	2	None	20676:21562	bigDeletion
SouthAfrica/NICD-N49684/2022	728	2	None	13675:13718	bigDeletion
USA/WA-CDC-LC0723616/2022	729	2	None	21143:21193	bigDeletion
Andorra/AND-255_221941418801-GC/2022	730	2	None	20676:21562	bigDeletion
Uruguay/DLSP_2442/2022	731	2	None	19451:19557	bigDeletion
USA/WA-PHL-024895/2022	732	2	None	19877:20117	bigDeletion
PuertoRico/UPRRP-7131/2022	733	2	None	19286:19558	bigDeletion
USA/MT-MTPHL-4054903/2022	734	2	None	20676:21562	bigDeletion
USA/KS-KHEL-11224/2022	734	2	None	20676:21562	bigDeletion
USA/IA-SHL-2129972/2022	734	2	None	20676:21562	bigDeletion
USA/WA-PHL-024872/2022	735	2	None	19974:20034	bigDeletion
USA/WA-ASC-210777202/2022	736	2	None	15353:15401	bigDeletion
USA/WA-PHL-023565/2022	737	2	None	14717:14983	bigDeletion
Comoros/SS10397/2022	738	2	None	19252:19513	bigDeletion
Brazil/PE-FIOCRUZ-IAM10636/2022	739	2	None	18013:18059	bigDeletion
USA/WA-PHL-026097/2022	740	2	None	19877:19918	bigDeletion
USA/MT-BHDH-4296/2022	741	2	None	20676:21190	bigDeletion
Croatia/37140/2022	742	2	None	15759:15809	bigDeletion
USA/ID-IBL-829648/2022	743	2	None	20685:21545	bigDeletion
CaboVerde/ST8695/2022	744	2	None	20686:21543	bigDeletion
USA/WA-S22322/2022	745	2	None	19894:19978	bigDeletion
USA/WA-CDC-UW22090212611/2022	746	2	None	14717:14826	bigDeletion
USA/WA-PHL-026023/2022	747	2	None	14717:14749	bigDeletion
USA/WA-PHL-022282/2022	748	2	None	14717:14748	bigDeletion
USA/WA-PHL-024431/2022	749	2	None	14717:14983	bigDeletion
USA/WA-PHL-023784/2022	750	2	None	14717:14774	bigDeletion
DRC/INRB-RDC-0124/2022	751	2	None	16204:16421	bigDeletion
Lesotho/N47911/2022	752	2	None	18009:18107	bigDeletion
USA/DC-DFS-PHL-08419/2022	753	2	None	19877:19961	bigDeletion
USA/WA-PHL-021489/2022	754	2	None	14717:14771	bigDeletion
Lesotho/N47961/2022	755	2	None	18012:18088	bigDeletion
USA/WA-PHL-026111/2022	756	2	None	14717:14774	bigDeletion
USA/IA-SHL-2125422/2022	757	2	None	20676:21562	bigDeletion
USA/WA-PHL-022743/2022	758	2	None	14717:14828	bigDeletion
USA/WA-PHL-025925/2022	759	2	None	14717:14983	bigDeletion
USA/AZ-ASU94443/2021	760	2	None	14718:14754	bigDeletion
USA/WA-PHL-027732/2022	761	2	None	14717:14771	bigDeletion
USA/WA-PHL-027555/2022	761	2	None	14717:14771	bigDeletion
USA/WA-PHL-027369/2022	761	2	None	14717:14771	bigDeletion
USA/WA-PHL-030592/2022	761	2	None	14717:14771	bigDeletion
USA/NY-UB-KSL-07209/2022	762	2	None	19655:19884	bigDeletion
USA/OR-OSPHL07499/2022	763	2	None	20676:21562	bigDeletion
USA/NC-ECU-CORVASEQ-115394244/2022	764	2	None	19319:19558	bigDeletion
USA/NE-NM_L356114886/2022	765	2	None	20676:21562	bigDeletion
USA/CT-YPL22-42346/2022	766	2	None	19297:19553	bigDeletion
USA/WA-PHL-030296/2022	767	2	None	14717:14798	bigDeletion
USA/NC-ECU-CORVASEQ-115414968/2022	768	2	None	19290:19558	bigDeletion
USA/WA-PHL-030386/2022	769	2	None	14717:14983	bigDeletion
USA/NC-ECU-CORVASEQ-115748743/2022	770	2	None	19287:19558	bigDeletion
USA/WA-PHL-022994/2022	771	2	None	14717:14758	bigDeletion
USA/WA-PHL-029040/2022	772	2	None	14717:14767	bigDeletion
USA/NE-NM_L358109400/2022	773	2	None	20676:21562	bigDeletion
USA/DE-CDC-LC0894338/2022	774	2	None	21120:21163	bigDeletion
USA/ND-USAFSAM-S14790/2022	775	2	None	21365:21491	bigDeletion
USA/ND-NDDH-14158/2022	775	2	None	21365:21491	bigDeletion
Australia/NSW-ICPMR-24072/2022	775	2	None	21365:21491	bigDeletion
Ireland/D-NVRL-S22IRL00128089/2022	775	2	None	21365:21491	bigDeletion
USA/MT-MTPHL-4015683/2022	775	2	None	21365:21491	bigDeletion
USA/DE-DHSS-B1198637/2022	775	2	None	21365:21491	bigDeletion
Malaysia/IMR_CV04343/2022	775	2	None	21365:21491	bigDeletion
Reunion/LRE-ChuReu-722041795801/2022	775	2	None	21365:21491	bigDeletion
Qatar/DA-USAFSAM-S11891/2022	775	2	None	21365:21491	bigDeletion
NorthernIreland/NIRE-01b062/2021	775	2	None	21365:21491	bigDeletion
Botswana/R107B94_BHP_AAC77731/2022	775	2	None	21365:21491	bigDeletion
Ireland/SO-NVRL-ecS22IRL00321567/2022	776	2	None	17540:17577	bigDeletion
USA/WA-PHL-020725/2022	777	2	None	14717:14807	bigDeletion
USA/WA-PHL-018002/2022	778	2	None	14717:14756	bigDeletion
Libya/85148-12/2022	779	2	None	20874:21562	bigDeletion
Kuwait/Jaber2220148329/2022	780	2	None	19275:19570	bigDeletion
USA/DC-Curative-217056/2022	781	2	None	16034:16079	bigDeletion
USA/WA-PHL-018775/2022	782	2	None	19877:19980	bigDeletion
Maldives/MAV186020/2022	783	2	None	19290:19551	bigDeletion
USA/NE-CUMC_22136007/2022	784	2	None	19623:19885	bigDeletion
USA/WA-PHL-019931/2022	785	2	None	14717:14774	bigDeletion
USA/WA-PHL-023101/2022	785	2	None	14717:14774	bigDeletion
USA/OH-22AM-112CO00036/2022	786	2	None	19977:20070	bigDeletion
USA/WA-PHL-018747/2022	787	2	None	14717:14774	bigDeletion
USA/WA-PHL-018065/2022	788	2	None	14717:14833	bigDeletion
USA/WA-UW-22042205709/2022	789	2	None	21514:21567	bigDeletion
USA/ND-USAFSAM-S16109/2022	790	2	None	20689:21540	bigDeletion
Greece/98652_RPHLT/2022	791	2	None	17439:17591	bigDeletion
USA/WA-PHL-021978/2022	792	2	None	14717:14839	bigDeletion
USA/WA-UW-22040124989/2022	793	2	None	21514:21597	bigDeletion
Bonaire/BQ-RIVM-96555/2022	794	2	None	20231:20496	bigDeletion
Vietnam/NHTD-OUCRU3056/2022	795	2	None	14731:14933	bigDeletion
Botswana/R1113B27_BHP_1041629/2022	796	2	None	20766:21562	bigDeletion
NewZealand/22CV3812/2022	797	2	None	20688:21562	bigDeletion
USA/ID-IBL-814756/2022	798	2	None	20685:21545	bigDeletion
USA/WA-PHL-018124/2022	799	2	None	14717:14983	bigDeletion
USA/ND-NDDH-14481/2022	800	2	None	20676:21562	bigDeletion
USA/WA-PHL-018419/2022	801	2	None	14717:14774	bigDeletion
USA/WA-PHL-022742/2022	802	2	None	14717:14809	bigDeletion
USA/WA-PHL-021550/2022	803	2	None	14717:14779	bigDeletion
USA/WA-Curative-361805/2022	804	2	None	16034:16079	bigDeletion
USA/WA-Curative-295049/2022	805	2	None	16034:16079	bigDeletion
USA/WA-Curative-211533/2022	805	2	None	16034:16079	bigDeletion
Mauritius/CERI-KRISP-K039600/2022	806	2	None	20989:21544	bigDeletion
USA/DE-DHSS-B1198507/2022	807	2	None	20676:21562	bigDeletion
USA/IA-2074002/2022	808	2	None	20676:21562	bigDeletion
USA/WA-PHL-019031/2022	809	2	None	14717:14756	bigDeletion
NewZealand/22CH0778/2022	810	2	None	20688:20777	bigDeletion
NewZealand/22CV2620/2022	810	2	None	20688:20777	bigDeletion
USA/WA-PHL-018275/2022	811	2	None	14717:14756	bigDeletion
USA/MD-HP32902-PIDFRYRDEU/2022	812	2	None	19623:19911	bigDeletion
USA/ND-NDDH-14686/2022	813	2	None	20676:21562	bigDeletion
USA/WA-PHL-020450/2022	814	2	None	14717:14983	bigDeletion
Andorra/AND-251_220961348901/2022	815	2	None	20676:21562	bigDeletion
Estonia/RC0291420/2021	816	2	None	17439:17498	bigDeletion
USA/NE-CUMC_22136060/2022	817	2	None	15285:15427	bigDeletion
USA/WA-Curative-227857/2022	818	2	None	16034:16079	bigDeletion
USA/WA-Curative-200446/2022	818	2	None	16034:16079	bigDeletion
Qatar/DA-USAFSAM-S15822/2022	819	2	None	20692:21540	bigDeletion
USA/AZ-TG1349829/2022	820	2	None	13654:13706	bigDeletion
USA/WA-OHSU-222490352/2022	821	2	None	17999:18051	bigDeletion
USA/WA-PHL-020466/2022	822	2	None	14717:14766	bigDeletion
USA/WA-Curative-251550/2022	823	2	None	16034:16079	bigDeletion
Suriname/SR-1049/2022	824	2	None	19877:20117	bigDeletion
USA/WA-Curative-230067/2022	825	2	None	20460:20679	bigDeletion
USA/WA-PHL-017655/2022	826	2	None	14717:14766	bigDeletion
USA/WA-PHL-016299/2022	826	2	None	14717:14766	bigDeletion
USA/MD-HP30968-PIDBEWNJTO/2022	827	2	None	19623:19911	bigDeletion
Vanuatu/VAN108/2022	828	2	None	20027:20117	bigDeletion
USA/WA-PHL-017863/2022	829	2	None	14717:14983	bigDeletion
USA/WA-PHL-019619/2022	830	2	None	14717:14759	bigDeletion
USA/WA-PHL-021525/2022	830	2	None	14717:14759	bigDeletion
India/TN-CDFD-W4-39/2022	831	2	None	20676:21562	bigDeletion
USA/WA-PHL-019399/2022	832	2	None	14717:14900	bigDeletion
USA/WA-PHL-019396/2022	832	2	None	14717:14900	bigDeletion
USA/WA-Curative-331261/2022	833	2	None	16034:16079	bigDeletion
USA/WA-Curative-262694/2022	833	2	None	16034:16079	bigDeletion
USA/WA-Curative-250298/2022	834	2	None	16034:16079	bigDeletion
U.S.VirginIslands/VI-CDC-2-5947188/2022	835	2	None	15712:15771	bigDeletion
USA/WA-PHL-017405/2022	836	2	None	14717:14983	bigDeletion
USA/WA-PHL-022451/2022	837	2	None	14717:14983	bigDeletion
USA/WA-PHL-018761/2022	838	2	None	14717:14771	bigDeletion
Vietnam/BMH-260722-04/2022	839	2	None	19825:19884	bigDeletion
USA/WA-PHL-022396/2022	840	2	None	14717:14757	bigDeletion
USA/WA-PHL-021182/2022	840	2	None	14717:14757	bigDeletion
USA/NE-RC_467508-1857/2022	841	3	None	20676:21562	bigDeletion
USA/NE-RC_8247-1862/2022	841	3	None	20676:21562	bigDeletion
Togo/TOG-5316/2022	842	2	None	21448:21537	bigDeletion
USA/ND-NDDH-15120/2022	843	2	None	20676:21562	bigDeletion
USA/WA-PHL-020018/2022	844	2	None	14717:14771	bigDeletion
USA/ME-Broad-CRSP_SHE7MU4X7FXC656O/2022	845	2	None	19796:19835	bigDeletion
USA/KS-KHEL-10428/2022	846	2	None	20676:21562	bigDeletion
USA/WA-PHL-021982/2022	847	2	None	14717:14761	bigDeletion
USA/WA-PHL-020079/2022	847	2	None	14717:14761	bigDeletion
USA/WA-PHL-018157/2022	848	3	None	14717:14774	bigDeletion
USA/WA-PHL-020243/2022	848	3	None	14717:14774	bigDeletion
USA/WA-PHL-020447/2022	848	3	None	14717:14774	bigDeletion
USA/MN-MDH-26936/2022	849	2	None	17997:18267	bigDeletion
USA/WA-PHL-019247/2022	850	2	None	14733:14779	bigDeletion
USA/WA-PHL-022225/2022	851	2	None	14717:14747	bigDeletion
USA/WA-Curative-274386/2022	852	2	None	20460:20679	bigDeletion
USA/WA-PHL-022689/2022	853	2	None	14717:14801	bigDeletion
DRC/INRB-RDC-947/2022	854	2	None	20676:21562	bigDeletion
USA/WA-PHL-021881/2022	855	3	None	14717:14820	bigDeletion
USA/WA-PHL-021909/2022	855	3	None	14717:14820	bigDeletion
USA/WA-UW-22041185778/2022	856	2	None	14532:14570	bigDeletion
USA/NE-COPH-003954/2022	857	3	None	21514:21562	bigDeletion
Guam/GU-H2211364/2022	857	3	None	21514:21562	bigDeletion
Guam/GU-H2211362/2022	857	3	None	21514:21562	bigDeletion
USA/WA-CDC-LC0602717/2022	858	2	None	21148:21193	bigDeletion
USA/WA-OHSU-221720648/2022	859	2	None	18125:18179	bigDeletion
USA/WA-PHL-020089/2022	860	2	None	14717:14761	bigDeletion
USA/NY-NYCPHL-013115/2022	861	2	None	21273:21562	bigDeletion
USA/WA-PHL-019878/2022	862	2	None	14717:14764	bigDeletion
USA/NV-NSPHL-22-00051745/2022	863	2	None	20989:21046	bigDeletion
SriLanka/aicbu3935/2022	863	2	None	20989:21046	bigDeletion
U.S.VirginIslands/VI-CDC-2-5972473/2022	863	2	None	20989:21046	bigDeletion
HongKong/HK-HKPU-13075/2022	864	2	None	20676:21567	bigDeletion
CaboVerde/ST5891/2022	865	2	None	20676:21562	bigDeletion
USA/HI-H2212539/2022	866	2	None	20676:21562	bigDeletion
Senegal/25096858/2022	867	2	None	20685:21547	bigDeletion
USA/WA-PHL-017647/2022	868	2	None	14717:14900	bigDeletion
USA/WA-PHL-021854/2022	869	2	None	14717:14747	bigDeletion
USA/WA-Curative-272615/2022	870	2	None	16034:16079	bigDeletion
USA/WA-Curative-292155/2022	871	2	None	16034:16079	bigDeletion
USA/WA-PHL-018528/2022	872	2	None	14717:14771	bigDeletion
Ireland/KE-NVRL-ecS22IRL00264175/2022	873	2	None	17439:17591	bigDeletion
USA/WA-PHL-021463/2022	874	2	None	14717:14771	bigDeletion
USA/WA-PHL-020355/2022	875	2	None	14717:14756	bigDeletion
USA/WA-PHL-021755/2022	876	2	None	19877:19911	bigDeletion
USA/NH-CDCBI-CRSP_DZKUS6A5PM3JK5RG/2022	876	2	None	19877:19911	bigDeletion
Russia/SPE-RII-26043S/2022	877	2	None	19252:19285	bigDeletion
USA/RI-ASC-210835210/2022	878	2	None	18014:18249	bigDeletion
Oman/5225293/2022	879	2	None	20690:20746	bigDeletion
USA/AR-PHL-M00598541-F1-1/2022	880	2	None	20248:20479	bigDeletion
Belarus/HO-CRIE-7740895199/2022	881	2	None	14601:14746	bigDeletion
USA/WA-Curative-236280/2022	882	2	None	16034:16079	bigDeletion
USA/WA-PHL-020523/2022	883	2	None	14717:14779	bigDeletion
USA/WA-PHL-018711/2022	883	2	None	14717:14779	bigDeletion
PuertoRico/PR-PRPHL-MB0158/2022	884	2	None	19623:19911	bigDeletion
Myanmar/DSMRC-106-7/2022	885	2	None	18013:18250	bigDeletion
USA/WA-CDC-UW22031717988/2022	886	2	None	14078:14124	bigDeletion
USA/ND-NDDH-16099/2022	887	2	None	20676:21562	bigDeletion
USA/WA-PHL-022896/2022	888	2	None	14717:14983	bigDeletion
USA/WA-ASC-210835489/2022	889	2	None	18013:18248	bigDeletion
USA/CO-CDPHE-2103058213/2022	890	2	None	13506:13775	bigDeletion
USA/WA-PHL-015910/2022	891	2	None	14717:14983	bigDeletion
USA/WA-UW-22041132311/2022	892	2	None	14477:14570	bigDeletion
USA/WA-PHL-017813/2022	893	2	None	14717:14983	bigDeletion
USA/TN-2-97064-4/2022	894	2	None	20039:20095	bigDeletion
USA/WA-PHL-020057/2022	895	2	None	14717:14756	bigDeletion
USA/WA-PHL-018968/2022	896	2	None	14717:14983	bigDeletion
USA/WA-PHL-018709/2022	896	2	None	14717:14983	bigDeletion
USA/AZ-TG1332009/2021	897	2	None	13525:13760	bigDeletion
USA/WA-PHL-020844/2022	898	2	None	14717:14983	bigDeletion
USA/WA-PHL-020158/2022	899	2	None	14717:14756	bigDeletion
USA/AL-UAB-2245/2022	900	2	None	14472:14515	bigDeletion
USA/WA-PHL-023148/2022	901	2	None	14717:14983	bigDeletion
USA/WA-PHL-020600/2022	902	2	None	14733:14762	bigDeletion
USA/WA-PHL-020766/2022	902	2	None	14733:14762	bigDeletion
USA/WA-PHL-019785/2022	902	2	None	14733:14762	bigDeletion
USA/WA-Curative-230650/2022	903	2	None	16034:16079	bigDeletion
USA/WA-PHL-022910/2022	904	2	None	14717:14766	bigDeletion
Kuwait/Jaber2220121687/2022	905	2	None	19275:19570	bigDeletion
USA/GA-CDC-ASC210846170/2022	906	2	None	15440:15523	bigDeletion
USA/ID-IBL-813335/2022	907	2	None	20685:21545	bigDeletion
Saint-Martin/IPP20675/2022	908	2	None	20011:20045	bigDeletion
Saint-Martin/IPP28171/2022	908	2	None	20011:20045	bigDeletion
USA/WA-PHL-018649/2022	909	2	None	14717:14756	bigDeletion
USA/WA-PHL-020058/2022	909	2	None	14717:14756	bigDeletion
USA/WA-Curative-241403/2022	910	2	None	16034:16079	bigDeletion
USA/WA-Curative-293214/2022	910	2	None	16034:16079	bigDeletion
Belgium/rega-31408/2022	911	2	None	21289:21562	bigDeletion
CaboVerde/ST5424/2022	911	2	None	21289:21562	bigDeletion
USA/MD-IGS-062209700176A/2022	912	2	None	19656:19848	bigDeletion
USA/IA-SHL-2082288/2022	913	2	None	20676:21562	bigDeletion
Kuwait/Jaber2220204729/2022	914	2	None	19275:19570	bigDeletion
Namibia/N43501/2022	915	2	None	18012:18250	bigDeletion
USA/ID-IBL-812018/2022	916	2	None	20690:21538	bigDeletion
USA/DE-DHSS-B1198393/2022	916	2	None	20690:21538	bigDeletion
USA/TN-ASC-210728516/2022	917	3	None	21074:21300	bigDeletion
USA/CA-LACPHL-AF08628/2022	917	3	None	21074:21300	bigDeletion
USA/WA-Curative-214742/2022	918	2	None	16034:16079	bigDeletion
USA/WA-PHL-022458/2022	919	2	None	14717:14766	bigDeletion
USA/VT-CDCBI-CRSP_TFGZNLYUCXVMPHVX/2022	920	2	None	19660:19721	bigDeletion
USA/MA-Broad-CRSP_3QCBWI2NNU54F2U5/2022	920	2	None	19660:19721	bigDeletion
Norway/17287/2022	921	2	None	21543:21574	bigDeletion
USA/WA-PHL-021099/2022	922	2	None	14717:14773	bigDeletion
Belgium/rega-36850/2022	923	2	None	20676:20769	bigDeletion
Spain/MD-HULP-061087915/2022	924	2	None	20687:21540	bigDeletion
USA/WA-PHL-019401/2022	925	2	None	14717:14762	bigDeletion
USA/CT-YPL22-33049/2022	926	2	None	19370:19454	bigDeletion
USA/WA-PHL-018035/2022	927	2	None	14717:14761	bigDeletion
USA/KS-KHEL-10671/2022	928	2	None	20676:21562	bigDeletion
USA/WA-PHL-022527/2022	929	2	None	14717:14773	bigDeletion
USA/CT-ASC-210775101/2022	930	2	None	15352:15510	bigDeletion
USA/WA-PHL-020194/2022	931	2	None	14717:14983	bigDeletion
Moldova/G0011/2022	932	2	None	21514:21562	bigDeletion
USA/WA-Curative-220609/2022	932	2	None	21514:21562	bigDeletion
USA/WA-PHL-020076/2022	933	2	None	14717:14771	bigDeletion
Ukraine/71021/2022	934	2	None	14472:14515	bigDeletion
USA/WA-Curative-239778/2022	935	2	None	16034:16079	bigDeletion
USA/WA-Curative-275407/2022	935	2	None	16034:16079	bigDeletion
USA/WA-ASC-210727214/2022	936	2	None	19900:20094	bigDeletion
USA/WA-PHL-018005/2022	937	2	None	14717:14767	bigDeletion
Curacao/CW-RIVM-100445/2022	938	2	None	16186:16444	bigDeletion
USA/WA-PHL-022425/2022	939	2	None	14717:14809	bigDeletion
TrinidadandTobago/153196/2022	940	2	None	15023:15237	bigDeletion
USA/CT-ASC-210728991/2022	941	2	None	15372:15510	bigDeletion
USA/WA-PHL-023690/2022	942	2	None	14717:14983	bigDeletion
USA/NC-CDC-LC0587408/2022	943	2	None	17096:17144	bigDeletion
USA/WA-CDC-LC0554860/2022	943	2	None	17096:17144	bigDeletion
USA/DE-Curative-272002/2022	944	2	None	16034:16079	bigDeletion
USA/WA-PHL-019446/2022	945	2	None	14717:14756	bigDeletion
USA/WA-Curative-283156/2022	946	2	None	16034:16079	bigDeletion
USA/WA-Curative-298015/2022	947	2	None	20460:20679	bigDeletion
USA/WA-PHL-018780/2022	948	2	None	15336:15557	bigDeletion
USA/MA-CDCBI-CRSP_BTB3RCJVCZLMHW64/2022	949	2	None	19623:19911	bigDeletion
USA/WA-Curative-258133/2022	950	2	None	20460:20679	bigDeletion
USA/WA-PHL-018129/2022	951	2	None	14837:14905	bigDeletion
PapuaNewGuinea/PNG8261/2022	952	2	None	13856:14007	bigDeletion
PapuaNewGuinea/PNG8163/2022	953	2	None	19877:19950	bigDeletion
NorthernMarianaIslands/MP-CDC-2-6088491/2022	954	2	None	20460:20575	bigDeletion
USA/WA-PHL-020519/2022	955	2	None	14717:14983	bigDeletion
USA/WA-PHL-021565/2022	956	2	None	14717:14983	bigDeletion
