strain	cluster	depth	ORF8_misStops	ORF8_deletions	ORF8_koType
Australia/NT97/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Singapore/63/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NC-CDC-LC0052149/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
DominicanRepublic/UN-CDC-3952108-001/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
England/QEUH-BCD699/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Australia/VIC18013/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Spain/MD-IBV-99013386/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
India/KA-NIMH-SEQ-109/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-JAX-J000016/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/MILK-B55D64/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MA-UMASSMED-P013B10/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NY-Wadsworth-291673-01/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/Hunedoara_454667/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/MILK-A06237/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
England/CAMC-B0B0BF/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NY-Wadsworth-21002979-01/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/6992/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-JAX-J000023/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/ALDP-115CC58/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Brazil/BA-LBI38/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
India/KL-NCCS-VOC-178/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
India/MH-NCCS-VOC-392/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/205390787/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-JAX-J000026/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Netherlands/ZH-EMC-1314/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NY-Wadsworth-21015692-01/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-RED-FUL-0000167/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/NOR-10846058/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-JAX-J000015/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/MN-NVRL-88IRL32960/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bahrain/660033224/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21050599382/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Jordan/Biolab0055/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/Cluj_460180/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iceland/11229/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Germany/SN-RKI-I-011415/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-JAX-J000031/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IL-IDPH-COO-I-0001052/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Gambia/13007/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NV-CDC-LC0059102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/D-NVRL-99IRL16619/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Ecuador/USFQ-737/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ecuador/USFQ-736/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/AG-ETHZ-500405/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Germany/BB-RKI-I-026239/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/ARA-SC2038/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/TM10079/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/OCC-CHU-TLS-210751319601/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/OCC-CHU-TLS-210631441001/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Montenegro/ChVir23206/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Serbia/Bajina_Basta-3437352906/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/DHSC-CYDEXH3/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
England/DHSC-CYYFA8R/2022	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/Ahus-620/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bangladesh/icddrb-1210603004/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/NAQ-LIM-CHU-PUCE-6-30/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Morocco/FMP-336/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NM-DOH-2021001734/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NM-CDC-2-4195269/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Spain/CL-IBV-98017541/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Spain/CL-IBV-98022383/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iceland/11256/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iceland/11242/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Denmark/DCGC-40941/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Denmark/DCGC-22294/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NM-DOH-2021003333/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NM-CDC-2-4195167/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Honduras/326700/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/7208/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Turkey/HSGM-2183/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/VD-GEN2455/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Bangladesh/CHRF-0128/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/VD-CHUV-GEN2895/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/GE-33232635/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/KY-CDC-ASC210032493/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0056342/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0056331/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MI-CDC-2-3829903/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MI-UM-10037887503/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MI-UM-10037990380/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/ARA-CHUGA-1124884989/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/FR-UHB-724951901/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/NE-ETHZ-500073/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-QDX21490805/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-QDX22394038/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NH-CDC-QDX21490808/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Jamaica/34589/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-BPHL-0632/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Jamaica/JPL1505741/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Indonesia/JK-NIHRD-WGS02914/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IA-SHL-1576764/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/IA-1576764/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
France/IDF-IPP00563/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Germany/SH-ChVir23705/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NY-Wadsworth-21028697-01/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Australia/NSW3878/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Finland/HEL4-27/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Finland/HEL4-44/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0031/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Gambia/3930/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0032/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/21-50822/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/21-25082/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/35836/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/ALDP-1583076/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kuwait/Jaber2120269349/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kuwait/KU44/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kuwait/KU-28/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Estonia/Cov7702/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Australia/VIC17990/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/D-NVRL-ec21IRL20177/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Netherlands/LI-MUMC-1809/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SouthAfrica/Tygerberg_531/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/ZH-ETHZ-540755/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bulgaria/21BG-EU_000107_Pl2/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bulgaria/21BG-EU_000987_Pl10/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/2104027877/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/2102027499/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/2105003185/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/2212/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Spain/MD-HRYC-71501329/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/738/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/2371/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/2105004743/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-LC0065038/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-CDC-STM-000014748/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-CDC-STM-000003058/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MA-MASPHL-02342/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iceland/4257/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/RN-NVRL-90IRL27022/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Indonesia/KR-NIHRD-WGS06002/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Indonesia/KR-NIHRD-WGS10259/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/TA-NVRL-ec21IRL46136/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Finland/HEL-20-697/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SouthAfrica/NHLS-UCT-AM-Z015/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/LD-NVRL-e86IRL61689/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belarus/RRCEM-Vis_70/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
NewZealand/20CV0703/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/7091/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iran/P2747/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iran/GRC-Q-11-103/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iran/GRC-Q-11-102/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Latvia/3323/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Australia/NSW3456/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Ethiopia/12350/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Brazil/MT-LBI39/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Brazil/PR-IPEC_VIGCV19_MAR_0721/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kyrgyzstan/NRL-47810/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kyrgyzstan/NRL-61407/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kyrgyzstan/NRL-44955/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kyrgyzstan/NRL-41589/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kyrgyzstan/NRL-44779/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Japan/PG-22925/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Japan/PG-22501/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Japan/PG-22511/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Japan/PG-22509/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Japan/PG-20872/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Poland/PL_P3113/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belize/CML-34/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-MDH-3605/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/ME-HETL-H0028/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NY-NYULH1905/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-IGI-2897/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Finland/HEL4-40/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/DE-DHSS-FLW00689767A/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/DE-DHSS-FLW00689861A/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MD-MDH-0898/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MD-MDH-0817/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Vietnam/HCMC_Alpha_05/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0147_23823/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0178_23829/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0179_23830/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0145_23822/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0039_23774/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Afghanistan/2870x0047_23778/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/VA-DCLS-3482/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Greece/133266/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Greece/30999/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Greece/277337/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-CDC-QDX24632896/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Turkey/HSGM-D359/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kuwait/JAH3090859/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/SD-SDAIHG-0652/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Morocco/FMP80/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MD-NIH-00090/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/KY-KSPHL-100337/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Kenya/ILRI_COVM02990/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Qatar/QA-QU_17-D1/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Slovenia/248042/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Slovenia/08-174391-MB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/ZH-ETHZ-500088/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/BL-ETHZ-630356/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bulgaria/21BG-EU_000803_Pl9/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Germany/BE-RKI-I-042798/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bulgaria/21BG-NC_A000173/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/UUH-000200179753/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/20-53787/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-Mayo5638/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Bulgaria/21BG-EU_001101_Pl11/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Portugal/PT3211/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
CaboVerde/Praia_2438/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDPH-UC301/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/UT-UPHL-2101009422/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/TX-CDC-STM-000004302/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-SEARCH-10895/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDC-STM-000041125/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040775424/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-68912/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-PHL-000840/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042000625/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/21-00278/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/TUS-AOUC-2/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Luxembourg/LNS6339163/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Cameroon/Yaounde-21V-08004/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Cameroon/CAM-333/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Cameroon/CAM-105/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
DRC/254728/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/6684/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/OUS-11106/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/15346/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Norway/15420/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
HongKong/HKPU-09943/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDC-STM-069/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDC-STM-A100423/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-CDC-STM-153/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-67132/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021040102042/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
SouthKorea/KDCA0838/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
SouthKorea/KDCA0837/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDC-STM-022/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDC-STM-062/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Iraq/KR-SEARCH-119912/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Turkey/HSGM-B15559/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
England/LOND-12689D9/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/DE-DHSS-B1074848/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Iceland/7073/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/RI-CDC-LC0052407/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-PHEL-21-12782/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-S10-ILLM/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MD-HP05018/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/DE-DHSS-B1099556/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-CDC-LC0067179/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-CDC-ASC210061036/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CA-CDPH-MC2068914/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/PA-30June2021-CovidONT-Run1-NG_barcode02/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/KY-KSPHL-101263/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NJ-VSP2752/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/AL-CDC-2-4653766/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/FL-CDC-LC0078981/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-Yale-7392/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-Yale-7791/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/CT-Yale-7394/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/20576695P/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/01_SE100_21CS102678/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Finland/THL-202121673/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Netherlands/NB-RIVM-44281/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Curacao/CW-RIVM-46584/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/MS-17909/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/CAM-TIGEM-IZSM-COLLI-18226/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/LAZ-IFO-07013037/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/BAS-UniSa-143/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/CAM-TIGEM-IZSM-COLLI-20807/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/LOM-TIGEM-IZSM-COLLI-14399/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/LAZ-IFO-06303133/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/LAZ-IFO-08053538/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/CAM-TIGEM-IZSM-COLLI-19472/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Belgium/CHUNamur13572948/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Italy/CAM-TIGEM-IZSM-COLLI-19374/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/Prahova_466646/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/MS-20989/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Romania/MS-23556/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Chile/RM-3596/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/21-51916/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/KUH-658/2020	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/MN-MDH-2577/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/4021050976VO/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Ireland/G-NVRL-e84IRL53741/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/21-51017/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Sweden/1451471164/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Brazil/SP-reBUT_352766552/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Poland/NIPH-NIH_ECDC-1003/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Luxembourg/LNS5630056/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Spain/MD-H12O_1348/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Argentina/INEI103417/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Angola/KRISP-K010852/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/09LNSPGB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Thailand/CU-SI2106275-NT/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Switzerland/BS-UHB-42823453/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0033/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0037/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/01LNSPGB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0018/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/JPLNSP0035/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/45LNSPGB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
GuineaBissau/23LNSPGB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
CostaRica/INC-0533/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
CostaRica/CABANA-CR-UCR-INCIENSA-ITV-UBA-Uda-UGA-IMSS-UPC-1969-661755/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042676776/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
CostaRica/INC-0768/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/NC-CDC-LC0128827/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
Panama/GMI-PASEQ412/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-035730/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S9471/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-SJE2ZQBZSW2YE3F2/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041641870/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041672747/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21041690572/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041533775/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7623/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S8226/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7424/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-S7794/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-FG-034278/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-Altius-ALTCOV-SALIAAZZDSKM7RGB/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-2021041414303/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-CDC-UW21042943943/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042538033/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042054080/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042613441/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
USA/WA-UW-21042618935/2021	1	29	27971-27973:CAA>TAA	None	earlyStop
