strain	cluster	depth	ORF1b_misStops	ORF1b_deletions	ORF1b_koType
USA/WA-S7951/2021	1176	3	None	19377:19551	bigDeletion
USA/WA-Curative-036153/2021	1176	3	None	19377:19551	bigDeletion
USA/WA-CDC-UW21052273811/2021	1176	3	None	19377:19551	bigDeletion
USA/WA-CDC-UW21052248272/2021	1176	3	None	19377:19551	bigDeletion
USA/WA-S8683/2021	1177	2	None	19292:19551	bigDeletion
USA/VT-MASPHL-02200/2021	1178	2	None	19290:19551	bigDeletion
CaboVerde/Praia_4732/2021	1179	2	None	19292:19553	bigDeletion
CaboVerde/Praia_4731/2021	1179	2	None	19292:19553	bigDeletion
NewZealand/21MV0096/2021	1180	2	None	13438:13532	bigDeletion
USA/TX-TCH-TCMC01321-0821/2021	1181	2	None	19292:19401	bigDeletion
USA/MA-MASPHL-03410/2021	1182	2	None	19355:19417	bigDeletion
USA/MA-CDC-ASC210004139/2021	1182	2	None	19355:19417	bigDeletion
USA/CT-PHL-1026885001/2021	1183	2	None	19275:19570	bigDeletion
Norway/12449/2021	1184	2	None	19275:19570	bigDeletion
USA/OR-PROV-1438/2021	1185	2	None	19292:19551	bigDeletion
USA/WA-S7815/2021	1185	2	None	19292:19551	bigDeletion
USA/IN-GD-SID-C21183019/2021	1186	2	None	21438:21551	bigDeletion
USA/WA-UW-21050578934/2021	1187	2	None	19292:19551	bigDeletion
USA/WA-UW-21042622698/2021	1188	2	None	19292:19551	bigDeletion
USA/WA-UW-21042626693/2021	1189	2	None	19290:19551	bigDeletion
USA/WA-UW-21042665946/2021	1190	2	None	19481:19551	bigDeletion
USA/WA-CDC-UW21050367579/2021	1190	2	None	19481:19551	bigDeletion
USA/WA-S8636/2021	1191	2	None	19293:19364	bigDeletion
USA/ND-UNDGC-G2021_85_46/2021	1192	2	None	19414:19480	bigDeletion
USA/MN-CDC-IBX413578919665/2021	1192	2	None	19414:19480	bigDeletion
USA/SD-CDC-ASC210058201/2021	1193	2	None	19292:19551	bigDeletion
USA/WA-S8650/2021	1194	2	None	19292:19551	bigDeletion
USA/MI-MDHHS-SC23460/2021	1195	2	None	19288:19558	bigDeletion
USA/MI-MDHHS-SC23755/2021	1195	2	None	19288:19558	bigDeletion
USA/MI-MDHHS-SC23414/2021	1195	2	None	19288:19558	bigDeletion
USA/MI-MDHHS-SC23406/2021	1195	2	None	19288:19558	bigDeletion
USA/MI-MDHHS-SC24057/2021	1195	2	None	19288:19558	bigDeletion
USA/SD-SDPHL-0066/2021	1196	3	None	19292:19371	bigDeletion
USA/WA-S7059/2021	1196	3	None	19292:19371	bigDeletion
USA/WA-S7070/2021	1196	3	None	19292:19371	bigDeletion
USA/SD-SDPHL-0254/2021	1197	2	None	19292:19557	bigDeletion
USA/ND-NDDH-0705/2021	1198	3	None	19275:19570	bigDeletion
USA/ND-NDDH-0864/2021	1198	3	None	19275:19570	bigDeletion
USA/ND-NDDH-02225/2021	1198	3	None	19275:19570	bigDeletion
USA/ND-UNDGC-G2021_103_18/2020	1198	3	None	19275:19570	bigDeletion
USA/IL-CDC-ASC210015698/2021	1199	2	None	19325:19551	bigDeletion
USA/WA-S8957/2021	1200	2	None	19292:19485	bigDeletion
USA/SD-SDPHL-0420/2021	1200	2	None	19292:19485	bigDeletion
USA/ND-NDDH-0820/2021	1201	2	None	19294:19500	bigDeletion
USA/WA-S7892/2021	1201	2	None	19294:19500	bigDeletion
USA/SD-SDPHL-0131/2021	1201	2	None	19294:19500	bigDeletion
USA/SD-SDPHL-0181/2021	1201	2	None	19294:19500	bigDeletion
USA/IA-SHL-1604066/2021	1202	2	None	13376:13628	bigDeletion
USA/SD-SDPHL-0320/2021	1203	3	None	19321:19442	bigDeletion
USA/ND-NDDH-02012/2021	1203	3	None	19321:19442	bigDeletion
USA/ND-NDDH-01397/2021	1203	3	None	19321:19442	bigDeletion
USA/SD-SDPHL-0279/2021	1204	2	None	19290:19558	bigDeletion
USA/WA-S8584/2021	1205	2	None	19292:19551	bigDeletion
USA/WA-S8488/2021	1206	2	None	19293:19359	bigDeletion
USA/WA-OHSU-212050233/2021	1206	2	None	19293:19359	bigDeletion
USA/SD-SDPHL-0182/2021	1207	3	None	19292:19345	bigDeletion
USA/SD-SDPHL-0357/2021	1207	3	None	19292:19345	bigDeletion
USA/ND-NDDH-02519/2021	1207	3	None	19292:19345	bigDeletion
USA/SD-SDPHL-0386/2021	1208	2	None	19290:19422	bigDeletion
USA/MI-CDC-ASC210111542/2021	1209	2	None	19319:19507	bigDeletion
USA/WA-Altius-ALTCOV-NWU3HLCTK2DO3PEB/2021	1210	2	None	16204:16298	bigDeletion
USA/WA-S7397/2021	1211	2	None	19291:19553	bigDeletion
USA/WA-S8291/2021	1212	2	None	19292:19482	bigDeletion
USA/WA-PROV-1331/2021	1213	2	None	19292:19553	bigDeletion
USA/WA-UW-21042472220/2021	1213	2	None	19292:19553	bigDeletion
USA/LA-EVTL3171/2021	1214	2	None	13495:13536	bigDeletion
USA/CO-CDC-MMB12253540/2021	1215	2	None	14731:14775	bigDeletion
USA/CO-CDC-MMB11365048/2021	1216	2	None	18750:18805	bigDeletion
USA/WA-S8222/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-S8630/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-UW-21043008228/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-UW-21042836386/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-UW-21042888013/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-UW-21043038711/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-S9363/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-S9068/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-S8598/2021	1217	2	None	19293:19337	bigDeletion
USA/WA-UW-21042880546/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-UW-21042843240/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-UW-21051226336/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-CDC-UW21042704430/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-UW-21042367781/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-UW-21042192154/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-UW-21042838159/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-CDC-UW21050384830/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-CDC-UW21051287006/2021	1218	3	None	19431:19493	bigDeletion
USA/WA-S8459/2021	1219	2	None	19347:19411	bigDeletion
USA/WA-S8645/2021	1219	2	None	19347:19411	bigDeletion
USA/WA-CDC-UW21060185728/2021	1220	2	None	19425:19558	bigDeletion
USA/WA-S8250/2021	1221	2	None	19300:19456	bigDeletion
USA/WA-S8346/2021	1221	2	None	19300:19456	bigDeletion
USA/WA-UW-21050500820/2021	1222	3	None	19465:19551	bigDeletion
USA/WA-UW-21052741599/2021	1222	3	None	19465:19551	bigDeletion
USA/WA-S9094/2021	1222	3	None	19465:19551	bigDeletion
Estonia/C044250/2021	1223	2	None	13472:13538	bigDeletion
USA/NJ-Yale-1561/2021	1224	3	None	19292:19455	bigDeletion
USA/CT-Yale-2326/2021	1224	3	None	19292:19455	bigDeletion
Australia/SA0724/2021	1224	3	None	19292:19455	bigDeletion
USA/DE-DHSS-B1060741/2021	1224	3	None	19292:19455	bigDeletion
USA/NJ-Yale-1258/2021	1224	3	None	19292:19455	bigDeletion
USA/NJ-PHEL-4531085/2021	1224	3	None	19292:19455	bigDeletion
USA/DC-DFS-PHL-0304/2021	1224	3	None	19292:19455	bigDeletion
Philippines/PH-PGC-00401/2020	1224	3	None	19292:19455	bigDeletion
USA/VT-21-032696-CR-01/2021	1224	3	None	19292:19455	bigDeletion
USA/VT-21-032697-CR-01/2021	1224	3	None	19292:19455	bigDeletion
USA/WY-WYPHL-21026432/2021	1225	2	None	19288:19570	bigDeletion
USA/NE-CDC-QDX22164758/2021	1226	2	None	19806:19836	bigDeletion
USA/NJ-CDC-ASC210012253/2021	1227	2	None	19293:19535	bigDeletion
Pakistan/NIH-56/2021	1228	2	None	16435:16479	bigDeletion
USA/WA-UW-2021040207969/2021	1229	2	None	20090:20180	bigDeletion
USA/WA-UW-2021040406957/2021	1230	2	None	13467:13516	bigDeletion
USA/MA-NEIDL-00184/2021	1231	2	None	19382:19485	bigDeletion
USA/DC-DFS-PHL-0890/2021	1232	2	None	19275:19570	bigDeletion
SouthKorea/KDCA4128/2021	1233	2	None	19939:20178	bigDeletion
Estonia/C144865/2021	1234	2	None	13583:13642	bigDeletion
USA/WA-S10474/2021	1235	2	None	13501:13532	bigDeletion
USA/WA-CDC-UW21070533525/2021	1235	2	None	13501:13532	bigDeletion
Canada/Qc-L00328825001/2021	1236	2	None	19275:19570	bigDeletion
USA/WA-S5760/2021	1237	2	None	19292:19551	bigDeletion
USA/WA-UW-66113/2021	1237	2	None	19292:19551	bigDeletion
USA/IA-SHL-1617253/2021	1238	2	None	13363:13625	bigDeletion
USA/CT-JAX-JAX000585/2021	1239	2	None	19387:19551	bigDeletion
USA/KY-GD-SID-21042260346/2021	1239	2	None	19387:19551	bigDeletion
USA/CT-JAX-JAX000565/2021	1239	2	None	19387:19551	bigDeletion
USA/AZ-ASU79636/2021	1240	2	None	15336:15450	bigDeletion
USA/SC-0669/2021	1241	2	None	19289:19548	bigDeletion
USA/MA-MASPHL-02419/2021	1241	2	None	19289:19548	bigDeletion
USA/DC-DFS-PHL-0634/2021	1242	2	None	19538:19570	bigDeletion
USA/DC-DFS-PHL-0629/2021	1242	2	None	19538:19570	bigDeletion
USA/VT-MASPHL-02750/2021	1243	2	None	19365:19454	bigDeletion
USA/VT-CDCBI-CRSP_YJTMHVPIPY6TFRDR/2021	1243	2	None	19365:19454	bigDeletion
USA/MA-MASPHL-01564/2021	1244	2	None	19292:19558	bigDeletion
USA/WY-WPHL-21017460/2021	1245	2	None	19297:19551	bigDeletion
USA/WY-WPHL-21013517/2021	1245	2	None	19297:19551	bigDeletion
USA/MT-CDC-ASC210067182/2021	1246	2	None	19293:19551	bigDeletion
USA/MA-MASPHL-02844/2021	1247	3	None	19294:19454	bigDeletion
USA/MA-MASPHL-01808/2021	1247	3	None	19294:19454	bigDeletion
PuertoRico/PR-UPRRP-2364/2021	1247	3	None	19294:19454	bigDeletion
USA/OR-OHSU-211790414/2021	1247	3	None	19294:19454	bigDeletion
USA/MA-NEIDL-01654/2021	1247	3	None	19294:19454	bigDeletion
USA/MA-NEIDL-01651/2021	1247	3	None	19294:19454	bigDeletion
USA/MA-NEIDL-00189/2021	1248	2	None	19290:19557	bigDeletion
USA/NH-CDC-ASC210057977/2021	1249	2	None	19411:19462	bigDeletion
USA/MA-MASPHL-02221/2021	1249	2	None	19411:19462	bigDeletion
USA/MA-MASPHL-02945/2021	1250	2	None	19285:19315	bigDeletion
USA/WA-UW-67800/2021	1251	2	None	19292:19551	bigDeletion
USA/NY-CDC-LC0081900/2021	1252	2	None	17424:17470	bigDeletion
USA/ME-HETL-J7544/2021	1253	2	None	16229:16314	bigDeletion
USA/ME-HETL-J6503/2021	1254	2	None	13363:13625	bigDeletion
USA/ME-HETL-J3812/2021	1255	2	None	19275:19387	bigDeletion
USA/IL-RED-STC-35289851/2021	1256	2	None	21183:21380	bigDeletion
USA/WA-S5776/2021	1257	2	None	19292:19365	bigDeletion
USA/WA-S7445/2021	1257	2	None	19292:19365	bigDeletion
USA/WA-UW-21042083740/2021	1258	2	None	19292:19551	bigDeletion
USA/FL-CDC-ASC210060368/2021	1259	2	None	19329:19548	bigDeletion
USA/WA-S6075/2021	1260	2	None	19290:19557	bigDeletion
USA/WA-CDC-UW21043012112/2021	1261	3	None	19292:19551	bigDeletion
USA/WA-CDC-UW21043099010/2021	1261	3	None	19292:19551	bigDeletion
USA/WA-S9986/2021	1262	2	None	19292:19503	bigDeletion
USA/WA-S9980/2021	1262	2	None	19292:19503	bigDeletion
USA/OR-OHSU-212110640/2021	1263	2	None	19290:19557	bigDeletion
USA/WA-CDC-FG-038499/2021	1264	2	None	18867:18921	bigDeletion
NewZealand/21MV0112/2021	1265	2	None	19336:19379	bigDeletion
India/WB-INSACOG-1930301062734/2021	1265	2	None	19336:19379	bigDeletion
Malawi/COM-SEQ8492/2021	1265	2	None	19336:19379	bigDeletion
Kenya/SS2923/2021	1265	2	None	19336:19379	bigDeletion
USA/FL-CDC-FG-032156/2021	1266	2	None	21422:21486	bigDeletion
Denmark/DCGC-71525/2021	1267	2	None	13378:13625	bigDeletion
Togo/C6941/2021	1268	2	None	16504:16748	bigDeletion
Jordan/Biolab0063/2021	1269	2	None	14472:14515	bigDeletion
France/OCC-CHU-TLS-210581238101/2021	1270	2	None	19290:19570	bigDeletion
USA/PA-CDC-STM-0000013-H08/2021	1271	2	None	19297:19418	bigDeletion
USA/PA-M21048161/2021	1271	2	None	19297:19418	bigDeletion
USA/SC-1119854/2021	1272	2	None	19298:19548	bigDeletion
RepublicoftheCongo/RC-018/2021	1273	2	None	19285:19570	bigDeletion
USA/DE-Curative-007547/2021	1274	2	None	19292:19551	bigDeletion
USA/MO-MSPHL-002110/2021	1275	2	None	19275:19570	bigDeletion
Senegal/138632/2021	1276	2	None	19311:19373	bigDeletion
Senegal/174614/2021	1276	2	None	19311:19373	bigDeletion
Cyprus/BMVUCY664/2020	1276	2	None	19311:19373	bigDeletion
Senegal/173209/2021	1277	2	None	19295:19551	bigDeletion
Senegal/24866/2020	1277	2	None	19295:19551	bigDeletion
Gambia/18688/2021	1278	2	None	19297:19551	bigDeletion
Senegal/156885/2021	1278	2	None	19297:19551	bigDeletion
Senegal/173076/2021	1278	2	None	19297:19551	bigDeletion
Senegal/6944398/2021	1279	3	None	19320:19551	bigDeletion
Senegal/7997782/2021	1279	3	None	19320:19551	bigDeletion
Senegal/9908804/2021	1279	3	None	19320:19551	bigDeletion
Senegal/7930193/2021	1279	3	None	19320:19551	bigDeletion
Senegal/9908855/2021	1279	3	None	19320:19551	bigDeletion
Senegal/10112789/2021	1280	2	None	19297:19334	bigDeletion
Senegal/130457/2020	1280	2	None	19297:19334	bigDeletion
Senegal/194040/2021	1281	2	None	19297:19551	bigDeletion
Senegal/8000773/2021	1282	2	None	21248:21316	bigDeletion
Senegal/SN-IR2-0014720/2021	1282	2	None	21248:21316	bigDeletion
SaintLucia/LCA51391/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/LCA51395/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/59975/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/59981/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/59972/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/SLU51390/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/SLU51389/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/LCA47894/2020	1283	4	None	19275:19570	bigDeletion
SaintLucia/59980/2021	1283	4	None	19275:19570	bigDeletion
SaintLucia/59979/2021	1283	4	None	19275:19570	bigDeletion
AntiguaandBarbuda/77143/2021	1283	4	None	19275:19570	bigDeletion
AntiguaandBarbuda/74113/2021	1283	4	None	19275:19570	bigDeletion
AntiguaandBarbuda/77140/2021	1283	4	None	19275:19570	bigDeletion
USA/IA-1570723/2021	1284	2	None	19275:19570	bigDeletion
SaintLucia/74397/2021	1285	3	None	19275:19570	bigDeletion
SaintLucia/80748/2021	1285	3	None	19275:19570	bigDeletion
SaintLucia/80749/2021	1285	3	None	19275:19570	bigDeletion
USA/MN-CDC-IBX461815754987/2021	1286	2	None	19381:19462	bigDeletion
SaintLucia/74399/2021	1287	2	None	19275:19570	bigDeletion
SaintLucia/74395/2021	1287	2	None	19275:19570	bigDeletion
SaintLucia/80746/2021	1287	2	None	19275:19570	bigDeletion
SaintLucia/80753/2021	1287	2	None	19275:19570	bigDeletion
Bahamas/33389/2021	1288	2	None	16203:16425	bigDeletion
Bahamas/33414/2021	1288	2	None	16203:16425	bigDeletion
Bahamas/33419/2021	1289	2	None	16199:16240	bigDeletion
Bahamas/33384/2021	1290	2	None	16199:16422	bigDeletion
Bahamas/33397/2021	1290	2	None	16199:16422	bigDeletion
Bahamas/17989-GMI/2021	1291	2	None	16393:16444	bigDeletion
USA/IL-C21WGS0869/2021	1292	2	None	19298:19381	bigDeletion
USA/IL-C21WGS0872/2021	1292	2	None	19298:19381	bigDeletion
USA/WA-CDC-UW21050334633/2021	1293	2	None	19292:19551	bigDeletion
USA/IA-SHL-1726175/2021	1294	2	None	13378:13625	bigDeletion
USA/UT-UPHL-210723832998/2021	1295	2	None	13393:13537	bigDeletion
USA/RI-Broad_RIDOH-00298/2021	1296	3	None	19340:19381	bigDeletion
USA/OR-OHSU-211800247/2021	1296	3	None	19340:19381	bigDeletion
USA/FL-BPHL-1045/2021	1296	3	None	19340:19381	bigDeletion
USA/OH-CDC-ASC210065449/2021	1296	3	None	19340:19381	bigDeletion
USA/MA-MASPHL-01848/2021	1296	3	None	19340:19381	bigDeletion
USA/WA-UW-67195/2021	1296	3	None	19340:19381	bigDeletion
USA/MA-MASPHL-01804/2021	1296	3	None	19340:19381	bigDeletion
USA/RI-CDCBI-RIDOH_10468/2021	1296	3	None	19340:19381	bigDeletion
USA/MA-MASPHL-01829/2021	1296	3	None	19340:19381	bigDeletion
USA/CT-CDPH-0018/2021	1296	3	None	19340:19381	bigDeletion
Haiti/68668/2021	1297	2	None	17985:18177	bigDeletion
USA/CA-CDPH-3000007577/2021	1298	2	None	19378:19413	bigDeletion
USA/WY-WPHL-21022861/2021	1298	2	None	19378:19413	bigDeletion
USA/WA-King-SL-21032460011/2021	1299	2	None	19292:19554	bigDeletion
USA/WA-S7867/2021	1300	2	None	19292:19551	bigDeletion
USA/IL-RED-PEO-40991862/2021	1301	2	None	19362:19484	bigDeletion
USA/NJ-CDC-ASC210240078/2021	1302	2	None	19364:19493	bigDeletion
PuertoRico/PR-UPRRP-1196/2021	1303	2	None	19290:19570	bigDeletion
USA/WA-S5758/2021	1304	2	None	19290:19557	bigDeletion
USA/WY-WPHL-21017300/2021	1305	2	None	19292:19552	bigDeletion
USA/WA-S5098/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5732/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5489/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5220/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5101/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5099/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5216/2021	1306	2	None	19292:19551	bigDeletion
USA/WA-S5495/2021	1306	2	None	19292:19551	bigDeletion
USA/CA-CDC-ASC210038553/2021	1307	2	None	19293:19405	bigDeletion
USA/WA-UW-2021040609609/2021	1308	2	None	21241:21310	bigDeletion
USA/WA-UW-2021032906322/2021	1309	2	None	19292:19551	bigDeletion
USA/WA-S6966/2021	1309	2	None	19292:19551	bigDeletion
USA/WA-UW-21052721930/2021	1310	2	None	19320:19456	bigDeletion
USA/AL-UAB-7/2021	1311	2	None	13705:13751	bigDeletion
USA/AZ-TG795493/2021	1312	2	None	19335:19551	bigDeletion
USA/MO-MSPHL-000584/2021	1313	2	None	19275:19578	bigDeletion
USA/WA-UW-21042696280/2021	1314	2	None	19296:19401	bigDeletion
USA/IL-S21WGS3267/2021	1314	2	None	19296:19401	bigDeletion
USA/WI-UW-5345/2021	1315	2	None	19275:19570	bigDeletion
USA/MA-MASPHL-02056/2021	1316	2	None	19290:19557	bigDeletion
USA/IL-Yale-1934/2021	1317	2	None	16204:16421	bigDeletion
USA/IN-GD-061521-C21193322/2021	1318	2	None	21456:21551	bigDeletion
USA/CO-CDC-FG-032657/2021	1319	2	None	14697:14747	bigDeletion
USA/WA-UW-2021040404013/2021	1320	2	None	19999:20105	bigDeletion
USA/WA-CDC-UW21051734683/2021	1321	2	None	21163:21232	bigDeletion
USA/MA-MASPHL-01845/2021	1322	2	None	21427:21509	bigDeletion
USA/TN-CDC-ASC210062985/2021	1322	2	None	21427:21509	bigDeletion
USA/DC-HP03027/2021	1322	2	None	21427:21509	bigDeletion
USA/WA-UW-2021040822808/2021	1322	2	None	21427:21509	bigDeletion
USA/WA-UW-68083/2021	1323	2	None	19465:19702	bigDeletion
USA/WA-UW-21042900148/2021	1324	2	None	19292:19565	bigDeletion
USA/UT-UPHL-210417970132/2021	1325	3	None	13566:13602	bigDeletion
USA/UT-UPHL-210449171758/2021	1325	3	None	13566:13602	bigDeletion
USA/CT-CDC-QDX24863555/2021	1326	2	None	19275:19570	bigDeletion
USA/NY-URMC-21060405-1/2021	1327	2	None	19978:20008	bigDeletion
deer/USA/NY-WTD_152918/2021	1328	2	None	13393:13485	bigDeletion
USA/CT-CDC-ASC210246222/2021	1329	2	None	19426:19472	bigDeletion
USA/CT-CDC-ASC210235139/2021	1329	2	None	19426:19472	bigDeletion
USA/WA-S9954/2021	1330	2	None	19292:19364	bigDeletion
USA/WA-CDC-UW21061018915/2021	1331	2	None	13501:13556	bigDeletion
USA/WA-CDC-UW21051960317/2021	1332	2	None	19290:19364	bigDeletion
USA/WA-CDC-UW21063098467/2021	1333	2	None	13501:13576	bigDeletion
USA/FL-BPHL-3591/2021	1334	2	None	19296:19383	bigDeletion
USA/WA-S6070/2021	1334	2	None	19296:19383	bigDeletion
USA/WA-S6074/2021	1334	2	None	19296:19383	bigDeletion
Mexico/SLP-LANGEBIO_IMSS_0974/2021	1335	2	None	17831:17871	bigDeletion
USA/WA-UW-21042140514/2021	1336	2	None	21449:21488	bigDeletion
USA/WI-UW-5397/2021	1337	2	None	19275:19570	bigDeletion
USA/WA-UW-21050564402/2021	1338	2	None	19296:19349	bigDeletion
USA/WA-CDC-UW21060397030/2021	1339	2	None	13521:13560	bigDeletion
USA/GA-CDC-ASC210009038/2021	1340	2	None	19355:19399	bigDeletion
USA/DC-DFS-PHL-0531/2021	1340	2	None	19355:19399	bigDeletion
Mexico/YUC-INMEGEN-21-268/2021	1341	2	None	19290:19558	bigDeletion
USA/ID-UNM-IBL733976/2021	1342	2	None	15713:15997	bigDeletion
USA/WA-UW-21051503147/2021	1343	2	None	19353:19551	bigDeletion
USA/WA-S8682/2021	1344	2	None	19292:19351	bigDeletion
USA/WA-S4365/2021	1345	2	None	19297:19551	bigDeletion
USA/GA-CDC-STM-000011883/2021	1345	2	None	19297:19551	bigDeletion
USA/DC-CDC-LC0017630/2021	1346	2	None	14619:15634	bigDeletion
USA/FL-CDC-STM-000705867/2021	1347	2	None	19236:19275	bigDeletion
USA/MS-CDC-ASC210047257/2021	1348	2	None	18118:18198	bigDeletion
USA/NC-ECU-CORVASEQ-106809408/2021	1349	2	None	19290:19554	bigDeletion
USA/WA-CDC-UW21042920611/2021	1350	2	None	19292:19551	bigDeletion
U.S.VirginIslands/VI-CDC-2-4122524/2021	1351	2	None	21420:21497	bigDeletion
USA/MS-UMMC-X10E3-210927000446/2021	1352	2	None	19292:19418	bigDeletion
USA/MN-CDC-IBX021601081986/2021	1353	2	None	16526:16567	bigDeletion
USA/WA-UW-21043057791/2021	1354	2	None	19292:19551	bigDeletion
USA/NE-CDC-IBX007712550960/2021	1355	2	None	19355:19539	bigDeletion
USA/WA-S8790/2021	1356	3	None	19292:19395	bigDeletion
USA/WA-S8792/2021	1356	3	None	19292:19395	bigDeletion
USA/ND-NDDH-0704/2021	1357	2	None	19275:19570	bigDeletion
USA/WA-S8190/2021	1358	2	None	19297:19373	bigDeletion
USA/WA-S8295/2021	1358	2	None	19297:19373	bigDeletion
USA/WA-UW-21051581771/2021	1359	2	None	19934:19966	bigDeletion
USA/UT-UPHL-2102149368/2021	1359	2	None	19934:19966	bigDeletion
USA/WA-CDC-ASC210032953/2021	1360	2	None	19428:19465	bigDeletion
USA/FL-CDC-STM-000072206/2021	1361	2	None	19297:19493	bigDeletion
USA/AL-Baldwin-SL-21051360015/2021	1362	2	None	19290:19487	bigDeletion
USA/CA-CDC-LC0058745/2021	1363	2	None	14620:15607	bigDeletion
USA/WA-Curative-009582/2021	1364	2	None	19290:19557	bigDeletion
USA/WA-S7905/2021	1365	2	None	19431:19551	bigDeletion
Guatemala/805/2021	1366	2	None	19523:19570	bigDeletion
USA/WY-WPHL-21024135/2021	1366	2	None	19523:19570	bigDeletion
USA/WA-CDC-UW21050558196/2021	1367	2	None	19451:19551	bigDeletion
USA/IL-CDC-LC0011688/2021	1368	2	None	14619:15634	bigDeletion
USA/FL-CDC-LC0030036/2021	1368	2	None	14619:15634	bigDeletion
USA/WA-Curative-091384/2021	1369	2	None	19292:19551	bigDeletion
USA/WA-S9490/2021	1369	2	None	19292:19551	bigDeletion
USA/WA-S9527/2021	1370	2	None	19292:19551	bigDeletion
USA/MS-UMMC-M476B4-504674/2021	1371	2	None	19292:19351	bigDeletion
USA/KY-LACPHL-AF00572/2021	1372	2	None	18974:19230	bigDeletion
USA/MS-UMMC-M419D1-501097/2021	1373	2	None	19345:19500	bigDeletion
USA/MO-MSPHL-002325/2021	1374	2	None	19275:19585	bigDeletion
USA/WA-Curative-057292/2021	1375	2	None	19292:19551	bigDeletion
USA/TN-CDC-ASC210066599/2021	1376	2	None	19315:19352	bigDeletion
USA/WA-CDC-LC0053003/2021	1377	2	None	14620:15607	bigDeletion
USA/WA-UW-21042836544/2021	1378	2	None	19290:19551	bigDeletion
USA/WA-S7607/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-Curative-013337/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-CDC-UW21051708357/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-Altius-ALTCOV-7CC3J4BYXAAL6FFS/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-S7021/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-UW-21042655241/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-CDC-UW21050765038/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-CDC-UW21051043988/2021	1379	2	None	19507:19551	bigDeletion
USA/WA-CDC-FG-036567/2021	1380	2	None	21422:21485	bigDeletion
USA/WA-CDC-UW21051264893/2021	1381	3	None	19345:19551	bigDeletion
USA/WA-CDC-UW21050696322/2021	1381	3	None	19345:19551	bigDeletion
USA/WA-CDC-UW21051217105/2021	1381	3	None	19345:19551	bigDeletion
USA/WA-S8460/2021	1382	2	None	19319:19437	bigDeletion
USA/WA-UW-21051647605/2021	1382	2	None	19319:19437	bigDeletion
USA/WA-UW-21052991997/2021	1382	2	None	19319:19437	bigDeletion
USA/WA-S8621/2021	1383	2	None	19330:19468	bigDeletion
USA/WA-CDC-UW21051770238/2021	1383	2	None	19330:19468	bigDeletion
USA/WA-S9331/2021	1384	2	None	19290:19556	bigDeletion
USA/WA-S9178/2021	1385	2	None	19290:19551	bigDeletion
USA/WA-S10821/2021	1386	2	None	19292:19460	bigDeletion
USA/WA-CDC-UW21070606934/2021	1387	2	None	21331:21364	bigDeletion
USA/TN-CDC-ASC210065010/2021	1388	2	None	19292:19551	bigDeletion
USA/WA-S8600/2021	1389	2	None	19315:19551	bigDeletion
USA/AL-Mobile-SL-21060360011/2021	1389	2	None	19315:19551	bigDeletion
USA/TN-VUMC-000300/2021	1390	2	None	16867:16954	bigDeletion
USA/WA-S9043/2021	1391	2	None	19292:19377	bigDeletion
USA/WY-WYPHL20148013/2020	1392	2	None	14764:14842	bigDeletion
USA/WA-S6746/2021	1393	2	None	19372:19551	bigDeletion
USA/WA-S7365/2021	1393	2	None	19372:19551	bigDeletion
USA/WA-S8386/2021	1393	2	None	19372:19551	bigDeletion
USA/WA-S8083/2021	1394	2	None	19394:19501	bigDeletion
USA/WA-S7780/2021	1394	2	None	19394:19501	bigDeletion
USA/WA-S8738/2021	1394	2	None	19394:19501	bigDeletion
